-3.75943	9.11
-3.53829	5.89
-3.31714	4.34
-3.096	3.34
-2.875	2.63
-2.654	2.08
-2.433	1.65
-2.211	1.29
-1.99	1.01
-1.769	0.76723
-1.548	0.57061
-1.327	0.40927
-1.106	0.2787
-0.885	0.17561
-0.663	0.097619
-0.442	0.043027
-0.221	0.010704
0	0
0.221	0.010704
0.442	0.043027
0.663	0.097619
0.885	0.17561
1.106	0.2787
1.327	0.40927
1.548	0.57061
1.769	0.76723
1.99	1.01
2.211	1.29
2.433	1.65
2.654	2.08
2.875	2.63
3.096	3.34
3.317	4.34
3.538	5.89
3.759	9.11
